CaseName,TimeStep,B0x,B0y,B0z,ns,__CatalystChannel__,TimeValue,ScalarField,FILE
GEM,2178,0.0195,0,0.0195,4,particles,544.5,mag(B),data/GEM_2178_0.0195_0_0.0195_4_particles_544.5_mag(B).vtu
GEM,2179,0.0195,0,0.0195,4,particles,544.75,mag(B),data/GEM_2179_0.0195_0_0.0195_4_particles_544.75_mag(B).vtu
GEM,2180,0.0195,0,0.0195,4,particles,545,mag(B),data/GEM_2180_0.0195_0_0.0195_4_particles_545_mag(B).vtu
GEM,2181,0.0195,0,0.0195,4,particles,545.25,mag(B),data/GEM_2181_0.0195_0_0.0195_4_particles_545.25_mag(B).vtu
GEM,2182,0.0195,0,0.0195,4,particles,545.5,mag(B),data/GEM_2182_0.0195_0_0.0195_4_particles_545.5_mag(B).vtu
GEM,2183,0.0195,0,0.0195,4,particles,545.75,mag(B),data/GEM_2183_0.0195_0_0.0195_4_particles_545.75_mag(B).vtu
GEM,2184,0.0195,0,0.0195,4,particles,546,mag(B),data/GEM_2184_0.0195_0_0.0195_4_particles_546_mag(B).vtu
GEM,2185,0.0195,0,0.0195,4,particles,546.25,mag(B),data/GEM_2185_0.0195_0_0.0195_4_particles_546.25_mag(B).vtu
GEM,2186,0.0195,0,0.0195,4,particles,546.5,mag(B),data/GEM_2186_0.0195_0_0.0195_4_particles_546.5_mag(B).vtu
GEM,2187,0.0195,0,0.0195,4,particles,546.75,mag(B),data/GEM_2187_0.0195_0_0.0195_4_particles_546.75_mag(B).vtu
GEM,2188,0.0195,0,0.0195,4,particles,547,mag(B),data/GEM_2188_0.0195_0_0.0195_4_particles_547_mag(B).vtu
GEM,2189,0.0195,0,0.0195,4,particles,547.25,mag(B),data/GEM_2189_0.0195_0_0.0195_4_particles_547.25_mag(B).vtu
GEM,2190,0.0195,0,0.0195,4,particles,547.5,mag(B),data/GEM_2190_0.0195_0_0.0195_4_particles_547.5_mag(B).vtu
GEM,2191,0.0195,0,0.0195,4,particles,547.75,mag(B),data/GEM_2191_0.0195_0_0.0195_4_particles_547.75_mag(B).vtu
GEM,2192,0.0195,0,0.0195,4,particles,548,mag(B),data/GEM_2192_0.0195_0_0.0195_4_particles_548_mag(B).vtu
GEM,2193,0.0195,0,0.0195,4,particles,548.25,mag(B),data/GEM_2193_0.0195_0_0.0195_4_particles_548.25_mag(B).vtu
GEM,2194,0.0195,0,0.0195,4,particles,548.5,mag(B),data/GEM_2194_0.0195_0_0.0195_4_particles_548.5_mag(B).vtu
GEM,2195,0.0195,0,0.0195,4,particles,548.75,mag(B),data/GEM_2195_0.0195_0_0.0195_4_particles_548.75_mag(B).vtu
GEM,2196,0.0195,0,0.0195,4,particles,549,mag(B),data/GEM_2196_0.0195_0_0.0195_4_particles_549_mag(B).vtu
GEM,2197,0.0195,0,0.0195,4,particles,549.25,mag(B),data/GEM_2197_0.0195_0_0.0195_4_particles_549.25_mag(B).vtu
GEM,2198,0.0195,0,0.0195,4,particles,549.5,mag(B),data/GEM_2198_0.0195_0_0.0195_4_particles_549.5_mag(B).vtu
GEM,2199,0.0195,0,0.0195,4,particles,549.75,mag(B),data/GEM_2199_0.0195_0_0.0195_4_particles_549.75_mag(B).vtu
GEM,2200,0.0195,0,0.0195,4,particles,550,mag(B),data/GEM_2200_0.0195_0_0.0195_4_particles_550_mag(B).vtu
GEM,2201,0.0195,0,0.0195,4,particles,550.25,mag(B),data/GEM_2201_0.0195_0_0.0195_4_particles_550.25_mag(B).vtu
GEM,2202,0.0195,0,0.0195,4,particles,550.5,mag(B),data/GEM_2202_0.0195_0_0.0195_4_particles_550.5_mag(B).vtu
GEM,2203,0.0195,0,0.0195,4,particles,550.75,mag(B),data/GEM_2203_0.0195_0_0.0195_4_particles_550.75_mag(B).vtu
GEM,2204,0.0195,0,0.0195,4,particles,551,mag(B),data/GEM_2204_0.0195_0_0.0195_4_particles_551_mag(B).vtu
GEM,2205,0.0195,0,0.0195,4,particles,551.25,mag(B),data/GEM_2205_0.0195_0_0.0195_4_particles_551.25_mag(B).vtu
GEM,2206,0.0195,0,0.0195,4,particles,551.5,mag(B),data/GEM_2206_0.0195_0_0.0195_4_particles_551.5_mag(B).vtu
GEM,2207,0.0195,0,0.0195,4,particles,551.75,mag(B),data/GEM_2207_0.0195_0_0.0195_4_particles_551.75_mag(B).vtu
GEM,2208,0.0195,0,0.0195,4,particles,552,mag(B),data/GEM_2208_0.0195_0_0.0195_4_particles_552_mag(B).vtu
GEM,2209,0.0195,0,0.0195,4,particles,552.25,mag(B),data/GEM_2209_0.0195_0_0.0195_4_particles_552.25_mag(B).vtu
GEM,2210,0.0195,0,0.0195,4,particles,552.5,mag(B),data/GEM_2210_0.0195_0_0.0195_4_particles_552.5_mag(B).vtu
GEM,2211,0.0195,0,0.0195,4,particles,552.75,mag(B),data/GEM_2211_0.0195_0_0.0195_4_particles_552.75_mag(B).vtu
GEM,2212,0.0195,0,0.0195,4,particles,553,mag(B),data/GEM_2212_0.0195_0_0.0195_4_particles_553_mag(B).vtu
GEM,2213,0.0195,0,0.0195,4,particles,553.25,mag(B),data/GEM_2213_0.0195_0_0.0195_4_particles_553.25_mag(B).vtu
GEM,2214,0.0195,0,0.0195,4,particles,553.5,mag(B),data/GEM_2214_0.0195_0_0.0195_4_particles_553.5_mag(B).vtu
GEM,2215,0.0195,0,0.0195,4,particles,553.75,mag(B),data/GEM_2215_0.0195_0_0.0195_4_particles_553.75_mag(B).vtu
GEM,2216,0.0195,0,0.0195,4,particles,554,mag(B),data/GEM_2216_0.0195_0_0.0195_4_particles_554_mag(B).vtu
GEM,2217,0.0195,0,0.0195,4,particles,554.25,mag(B),data/GEM_2217_0.0195_0_0.0195_4_particles_554.25_mag(B).vtu
GEM,2218,0.0195,0,0.0195,4,particles,554.5,mag(B),data/GEM_2218_0.0195_0_0.0195_4_particles_554.5_mag(B).vtu
GEM,2219,0.0195,0,0.0195,4,particles,554.75,mag(B),data/GEM_2219_0.0195_0_0.0195_4_particles_554.75_mag(B).vtu
GEM,2220,0.0195,0,0.0195,4,particles,555,mag(B),data/GEM_2220_0.0195_0_0.0195_4_particles_555_mag(B).vtu
GEM,2221,0.0195,0,0.0195,4,particles,555.25,mag(B),data/GEM_2221_0.0195_0_0.0195_4_particles_555.25_mag(B).vtu
GEM,2222,0.0195,0,0.0195,4,particles,555.5,mag(B),data/GEM_2222_0.0195_0_0.0195_4_particles_555.5_mag(B).vtu
GEM,2223,0.0195,0,0.0195,4,particles,555.75,mag(B),data/GEM_2223_0.0195_0_0.0195_4_particles_555.75_mag(B).vtu
GEM,2224,0.0195,0,0.0195,4,particles,556,mag(B),data/GEM_2224_0.0195_0_0.0195_4_particles_556_mag(B).vtu
GEM,2225,0.0195,0,0.0195,4,particles,556.25,mag(B),data/GEM_2225_0.0195_0_0.0195_4_particles_556.25_mag(B).vtu
GEM,2226,0.0195,0,0.0195,4,particles,556.5,mag(B),data/GEM_2226_0.0195_0_0.0195_4_particles_556.5_mag(B).vtu
GEM,2227,0.0195,0,0.0195,4,particles,556.75,mag(B),data/GEM_2227_0.0195_0_0.0195_4_particles_556.75_mag(B).vtu
GEM,2228,0.0195,0,0.0195,4,particles,557,mag(B),data/GEM_2228_0.0195_0_0.0195_4_particles_557_mag(B).vtu
GEM,2229,0.0195,0,0.0195,4,particles,557.25,mag(B),data/GEM_2229_0.0195_0_0.0195_4_particles_557.25_mag(B).vtu
GEM,2230,0.0195,0,0.0195,4,particles,557.5,mag(B),data/GEM_2230_0.0195_0_0.0195_4_particles_557.5_mag(B).vtu
GEM,2231,0.0195,0,0.0195,4,particles,557.75,mag(B),data/GEM_2231_0.0195_0_0.0195_4_particles_557.75_mag(B).vtu
GEM,2232,0.0195,0,0.0195,4,particles,558,mag(B),data/GEM_2232_0.0195_0_0.0195_4_particles_558_mag(B).vtu
GEM,2233,0.0195,0,0.0195,4,particles,558.25,mag(B),data/GEM_2233_0.0195_0_0.0195_4_particles_558.25_mag(B).vtu
GEM,2234,0.0195,0,0.0195,4,particles,558.5,mag(B),data/GEM_2234_0.0195_0_0.0195_4_particles_558.5_mag(B).vtu
GEM,2235,0.0195,0,0.0195,4,particles,558.75,mag(B),data/GEM_2235_0.0195_0_0.0195_4_particles_558.75_mag(B).vtu
GEM,2236,0.0195,0,0.0195,4,particles,559,mag(B),data/GEM_2236_0.0195_0_0.0195_4_particles_559_mag(B).vtu
GEM,2237,0.0195,0,0.0195,4,particles,559.25,mag(B),data/GEM_2237_0.0195_0_0.0195_4_particles_559.25_mag(B).vtu
GEM,2238,0.0195,0,0.0195,4,particles,559.5,mag(B),data/GEM_2238_0.0195_0_0.0195_4_particles_559.5_mag(B).vtu
GEM,2239,0.0195,0,0.0195,4,particles,559.75,mag(B),data/GEM_2239_0.0195_0_0.0195_4_particles_559.75_mag(B).vtu
GEM,2240,0.0195,0,0.0195,4,particles,560,mag(B),data/GEM_2240_0.0195_0_0.0195_4_particles_560_mag(B).vtu
GEM,2241,0.0195,0,0.0195,4,particles,560.25,mag(B),data/GEM_2241_0.0195_0_0.0195_4_particles_560.25_mag(B).vtu
GEM,2242,0.0195,0,0.0195,4,particles,560.5,mag(B),data/GEM_2242_0.0195_0_0.0195_4_particles_560.5_mag(B).vtu
GEM,2243,0.0195,0,0.0195,4,particles,560.75,mag(B),data/GEM_2243_0.0195_0_0.0195_4_particles_560.75_mag(B).vtu
GEM,2244,0.0195,0,0.0195,4,particles,561,mag(B),data/GEM_2244_0.0195_0_0.0195_4_particles_561_mag(B).vtu
GEM,2245,0.0195,0,0.0195,4,particles,561.25,mag(B),data/GEM_2245_0.0195_0_0.0195_4_particles_561.25_mag(B).vtu
GEM,2246,0.0195,0,0.0195,4,particles,561.5,mag(B),data/GEM_2246_0.0195_0_0.0195_4_particles_561.5_mag(B).vtu
GEM,2247,0.0195,0,0.0195,4,particles,561.75,mag(B),data/GEM_2247_0.0195_0_0.0195_4_particles_561.75_mag(B).vtu
GEM,2248,0.0195,0,0.0195,4,particles,562,mag(B),data/GEM_2248_0.0195_0_0.0195_4_particles_562_mag(B).vtu
GEM,2249,0.0195,0,0.0195,4,particles,562.25,mag(B),data/GEM_2249_0.0195_0_0.0195_4_particles_562.25_mag(B).vtu
GEM,2250,0.0195,0,0.0195,4,particles,562.5,mag(B),data/GEM_2250_0.0195_0_0.0195_4_particles_562.5_mag(B).vtu
GEM,2251,0.0195,0,0.0195,4,particles,562.75,mag(B),data/GEM_2251_0.0195_0_0.0195_4_particles_562.75_mag(B).vtu
GEM,2252,0.0195,0,0.0195,4,particles,563,mag(B),data/GEM_2252_0.0195_0_0.0195_4_particles_563_mag(B).vtu
GEM,2253,0.0195,0,0.0195,4,particles,563.25,mag(B),data/GEM_2253_0.0195_0_0.0195_4_particles_563.25_mag(B).vtu
GEM,2254,0.0195,0,0.0195,4,particles,563.5,mag(B),data/GEM_2254_0.0195_0_0.0195_4_particles_563.5_mag(B).vtu
GEM,2255,0.0195,0,0.0195,4,particles,563.75,mag(B),data/GEM_2255_0.0195_0_0.0195_4_particles_563.75_mag(B).vtu
GEM,2256,0.0195,0,0.0195,4,particles,564,mag(B),data/GEM_2256_0.0195_0_0.0195_4_particles_564_mag(B).vtu
GEM,2257,0.0195,0,0.0195,4,particles,564.25,mag(B),data/GEM_2257_0.0195_0_0.0195_4_particles_564.25_mag(B).vtu
GEM,2258,0.0195,0,0.0195,4,particles,564.5,mag(B),data/GEM_2258_0.0195_0_0.0195_4_particles_564.5_mag(B).vtu
GEM,2259,0.0195,0,0.0195,4,particles,564.75,mag(B),data/GEM_2259_0.0195_0_0.0195_4_particles_564.75_mag(B).vtu
GEM,2260,0.0195,0,0.0195,4,particles,565,mag(B),data/GEM_2260_0.0195_0_0.0195_4_particles_565_mag(B).vtu
GEM,2261,0.0195,0,0.0195,4,particles,565.25,mag(B),data/GEM_2261_0.0195_0_0.0195_4_particles_565.25_mag(B).vtu
GEM,2262,0.0195,0,0.0195,4,particles,565.5,mag(B),data/GEM_2262_0.0195_0_0.0195_4_particles_565.5_mag(B).vtu
GEM,2263,0.0195,0,0.0195,4,particles,565.75,mag(B),data/GEM_2263_0.0195_0_0.0195_4_particles_565.75_mag(B).vtu
GEM,2264,0.0195,0,0.0195,4,particles,566,mag(B),data/GEM_2264_0.0195_0_0.0195_4_particles_566_mag(B).vtu
GEM,2265,0.0195,0,0.0195,4,particles,566.25,mag(B),data/GEM_2265_0.0195_0_0.0195_4_particles_566.25_mag(B).vtu
GEM,2266,0.0195,0,0.0195,4,particles,566.5,mag(B),data/GEM_2266_0.0195_0_0.0195_4_particles_566.5_mag(B).vtu
GEM,2267,0.0195,0,0.0195,4,particles,566.75,mag(B),data/GEM_2267_0.0195_0_0.0195_4_particles_566.75_mag(B).vtu
GEM,2268,0.0195,0,0.0195,4,particles,567,mag(B),data/GEM_2268_0.0195_0_0.0195_4_particles_567_mag(B).vtu
GEM,2269,0.0195,0,0.0195,4,particles,567.25,mag(B),data/GEM_2269_0.0195_0_0.0195_4_particles_567.25_mag(B).vtu
GEM,2270,0.0195,0,0.0195,4,particles,567.5,mag(B),data/GEM_2270_0.0195_0_0.0195_4_particles_567.5_mag(B).vtu
