CaseName,Step,B0x,B0y,B0z,ns,__CatalystChannel__,TimeStep,ScalarField,FILE
GEM,1781,0.0195,0,0,2,particles,445.25,mag(B),data/GEM_1781_0.0195_0_0_2_particles_445.25_mag(B).vtu
GEM,1782,0.0195,0,0,2,particles,445.5,mag(B),data/GEM_1782_0.0195_0_0_2_particles_445.5_mag(B).vtu
GEM,1783,0.0195,0,0,2,particles,445.75,mag(B),data/GEM_1783_0.0195_0_0_2_particles_445.75_mag(B).vtu
GEM,1784,0.0195,0,0,2,particles,446,mag(B),data/GEM_1784_0.0195_0_0_2_particles_446_mag(B).vtu
GEM,1785,0.0195,0,0,2,particles,446.25,mag(B),data/GEM_1785_0.0195_0_0_2_particles_446.25_mag(B).vtu
GEM,1786,0.0195,0,0,2,particles,446.5,mag(B),data/GEM_1786_0.0195_0_0_2_particles_446.5_mag(B).vtu
GEM,1787,0.0195,0,0,2,particles,446.75,mag(B),data/GEM_1787_0.0195_0_0_2_particles_446.75_mag(B).vtu
GEM,1788,0.0195,0,0,2,particles,447,mag(B),data/GEM_1788_0.0195_0_0_2_particles_447_mag(B).vtu
GEM,1789,0.0195,0,0,2,particles,447.25,mag(B),data/GEM_1789_0.0195_0_0_2_particles_447.25_mag(B).vtu
GEM,1790,0.0195,0,0,2,particles,447.5,mag(B),data/GEM_1790_0.0195_0_0_2_particles_447.5_mag(B).vtu
GEM,1791,0.0195,0,0,2,particles,447.75,mag(B),data/GEM_1791_0.0195_0_0_2_particles_447.75_mag(B).vtu
GEM,1792,0.0195,0,0,2,particles,448,mag(B),data/GEM_1792_0.0195_0_0_2_particles_448_mag(B).vtu
GEM,1793,0.0195,0,0,2,particles,448.25,mag(B),data/GEM_1793_0.0195_0_0_2_particles_448.25_mag(B).vtu
GEM,1794,0.0195,0,0,2,particles,448.5,mag(B),data/GEM_1794_0.0195_0_0_2_particles_448.5_mag(B).vtu
GEM,1795,0.0195,0,0,2,particles,448.75,mag(B),data/GEM_1795_0.0195_0_0_2_particles_448.75_mag(B).vtu
GEM,1796,0.0195,0,0,2,particles,449,mag(B),data/GEM_1796_0.0195_0_0_2_particles_449_mag(B).vtu
GEM,1797,0.0195,0,0,2,particles,449.25,mag(B),data/GEM_1797_0.0195_0_0_2_particles_449.25_mag(B).vtu
GEM,1798,0.0195,0,0,2,particles,449.5,mag(B),data/GEM_1798_0.0195_0_0_2_particles_449.5_mag(B).vtu
GEM,1799,0.0195,0,0,2,particles,449.75,mag(B),data/GEM_1799_0.0195_0_0_2_particles_449.75_mag(B).vtu
GEM,1800,0.0195,0,0,2,particles,450,mag(B),data/GEM_1800_0.0195_0_0_2_particles_450_mag(B).vtu
GEM,1801,0.0195,0,0,2,particles,450.25,mag(B),data/GEM_1801_0.0195_0_0_2_particles_450.25_mag(B).vtu
GEM,1802,0.0195,0,0,2,particles,450.5,mag(B),data/GEM_1802_0.0195_0_0_2_particles_450.5_mag(B).vtu
GEM,1803,0.0195,0,0,2,particles,450.75,mag(B),data/GEM_1803_0.0195_0_0_2_particles_450.75_mag(B).vtu
GEM,1804,0.0195,0,0,2,particles,451,mag(B),data/GEM_1804_0.0195_0_0_2_particles_451_mag(B).vtu
GEM,1805,0.0195,0,0,2,particles,451.25,mag(B),data/GEM_1805_0.0195_0_0_2_particles_451.25_mag(B).vtu
GEM,1806,0.0195,0,0,2,particles,451.5,mag(B),data/GEM_1806_0.0195_0_0_2_particles_451.5_mag(B).vtu
GEM,1807,0.0195,0,0,2,particles,451.75,mag(B),data/GEM_1807_0.0195_0_0_2_particles_451.75_mag(B).vtu
GEM,1808,0.0195,0,0,2,particles,452,mag(B),data/GEM_1808_0.0195_0_0_2_particles_452_mag(B).vtu
GEM,1809,0.0195,0,0,2,particles,452.25,mag(B),data/GEM_1809_0.0195_0_0_2_particles_452.25_mag(B).vtu
GEM,1810,0.0195,0,0,2,particles,452.5,mag(B),data/GEM_1810_0.0195_0_0_2_particles_452.5_mag(B).vtu
GEM,1811,0.0195,0,0,2,particles,452.75,mag(B),data/GEM_1811_0.0195_0_0_2_particles_452.75_mag(B).vtu
GEM,1812,0.0195,0,0,2,particles,453,mag(B),data/GEM_1812_0.0195_0_0_2_particles_453_mag(B).vtu
GEM,1813,0.0195,0,0,2,particles,453.25,mag(B),data/GEM_1813_0.0195_0_0_2_particles_453.25_mag(B).vtu
GEM,1814,0.0195,0,0,2,particles,453.5,mag(B),data/GEM_1814_0.0195_0_0_2_particles_453.5_mag(B).vtu
GEM,1815,0.0195,0,0,2,particles,453.75,mag(B),data/GEM_1815_0.0195_0_0_2_particles_453.75_mag(B).vtu
GEM,1816,0.0195,0,0,2,particles,454,mag(B),data/GEM_1816_0.0195_0_0_2_particles_454_mag(B).vtu
GEM,1817,0.0195,0,0,2,particles,454.25,mag(B),data/GEM_1817_0.0195_0_0_2_particles_454.25_mag(B).vtu
GEM,1818,0.0195,0,0,2,particles,454.5,mag(B),data/GEM_1818_0.0195_0_0_2_particles_454.5_mag(B).vtu
GEM,1819,0.0195,0,0,2,particles,454.75,mag(B),data/GEM_1819_0.0195_0_0_2_particles_454.75_mag(B).vtu
GEM,1820,0.0195,0,0,2,particles,455,mag(B),data/GEM_1820_0.0195_0_0_2_particles_455_mag(B).vtu
